"Anthracene","120-12-7",0,18.9,19.7,0,0,0,39.9,14.9,13.9,0,0,21,38.2,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,7.14,0,0,0,10.5,4.41
"B-citronellol","106-22-9",0,0,0,0,193,0,0,50.4,0,269,58.8,0,0,0,192,193,270,0,0,0,0,0,0,0,0,0,62.2,0,0,0,84,0,0,67.2,0
"B-Ionone","79-77-6",819,33.6,0,0,588,0,0,0,2020,0,357,0,0,255,2160,378,3240,0,0,0,217,0,0,0,124,1320,60,167,0,0,336,0,630,0,0
"Benz[a]anthracene","56-55-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72,0,0,0,0,0,0,0,0
"Benzophenone","119-61-9",0,357,357,378,0,366,1810,294,0,2930,231,567,0,509,592,3990,0,478,1320,1180,88.2,960,1470,189,210,142,622,472,630,210,164,546,336,294,378
"Benzothiazole","95-16-9",0,0,0,0,0,0,0,0,110,137,0,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,44.1
"Benzyl alcohol","100-51-6",0,0,0,0,0,0,0,0,0,115,0,0,0,0,533,0,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzyl benzoate","120-51-4",3780,1090,1410,0,11600,22700,1340,10500,17100,4400,1850,1010,0,785,2690,2520,0,3330,1030,3360,1120,0,321,390,9660,19500,472,10900,12600,14900,1130,1680,2310,2940,3570
"Benzyl cinnamate","103-41-3",336,0,0,0,294,2930,0,0,936,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,293,0,0,0,0,0,1110,0,0,4200
"Benzyl salicylate","118-58-1",25200,2940,6720,6930,27300,3420,2310,3990,22900,1760,9870,798,0,6370,4440,29400,135000,5620,840,3360,1040,1090,1120,4180,16600,21200,600,21400,15800,2100,525,1870,20000,2520,504
"Bifenthrin","82657-04-3",0,48.3,31.5,0,0,0,0,0,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,38.6,0,0,0,0,0,0,0,0
"Bis(2-ethylhexyl)phthalate","117-81-7",609,90300,441,0,0,1880,25200,0,0,34200,31500,1340,467,166000,32500,315,0,0,27300,197000,16000,0,0,306,101000,228,30000,3e+05,630,105000,10500,109000,23100,79800,145000
"Bisphenol A","80-05-7",0,52.5,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1,0,0,114,0,0,77.2,0,116,0,0,0,37.8,50.4,0
"Butyl benzyl phthalate","85-68-7",630,1530,1180,15100,945,1490,1390,18300,1460,2440,3150,1640,255,13800,710,1110,675,27000,3150,1370,217,28600,29400,19200,5460,489,4290,686,777,252,231,13200,357,462,20000
"Butylated hydroxyanisole","25013-16-5",294,79.8,0,73.5,0,92.8,0,84,0,90.4,118,0,0,74.3,0,193,0,0,0,46.2,102,0,0,0,0,0,133,0,210,231,98.7,96.6,109,44.1,98.7
"Butylated hydroxytoluene","128-37-0",588,0,0,0,420,117,0,35.7,250,0,0,56.7,93.4,0,243,75.6,3240,0,0,0,428,64.9,24.9,780,60.9,78.2,0,0,120,0,231,67.2,60.9,0,65.1
"Caffeine","58-08-2",0,1300,2520,651,0,1340,0,1550,998,198,1410,987,0,0,0,0,0,4580,651,273,0,2540,1680,501,2730,0,0,0,1220,0,0,3780,0,483,2520
"Carvone","99-49-0",0,0,0,0,0,0,0,0,0,0,0,81.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
"Cashmeran","33704-61-9",0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0
"Cinnamal","104-55-2",0,31.5,378,9.66,0,48.9,0,0,0,7.82,12.6,252,0,0,7.1,0,19.2,11.4,19.5,58.8,0,0,0,0,42,0,49.3,83.6,252,17.9,0,16.8,0,35.7,6.72
"Citral A","5392-40-5",0,202,0,0,134,0,18.9,0,0,0,0,231,0,0,0,0,56.7,582,128,0,0,90.9,26.7,0,231,45.6,0,152,56.7,0,0,0,48.3,0,96.6
"Citral B","5392-40-5",92.4,0,1130,273,0,225,0,231,0,0,0,0,0,87,0,378,0,0,0,39.9,0,0,0,0,0,0,85.7,0,0,107,0,84,0,164,0
"Coumarin","91-64-5",588,0,0,0,462,0,0,56.7,229,0,94.5,0,0,57.3,175,88.2,324,54.1,46.2,0,0,0,0,0,357,163,0,557,67.2,0,231,0,0,27.3,0
"D-(cis-trans)-Phenothrin-I","26002-80-2",0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D-Limonene","5989-27-5",98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Di-n-butyl phthalate","84-74-2",0,4200,4200,3990,3780,3910,5040,4620,3950,7330,2520,5250,870,3180,1950,5670,7020,0,7770,15300,561,11200,7490,3900,1850,4560,6220,3860,1640,2310,504,5040,609,6300,9240
"Di-n-hexyl phthalate","84-75-3",84,0,0,1740,0,635,0,65.1,0,0,0,0,0,0,0,2100,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,172,0,0,273
"Di-n-nonyl phthalate","84-76-4",122,882,1580,378,567,0,0,1760,0,0,0,7980,14.4,318,47.3,714,0,0,294,294,0,1480,481,0,7770,0,38.6,0,924,0,0,462,103,69.3,546
"Di-n-octyl phthalate","117-84-0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,348,0,0,0,0,0,665,0,0,0,128,0,0,0,0
"Dibenzofuran","132-64-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0
"Dicyclohexyl phthalate","84-61-7",0,0,0,0,0,757,0,0,0,0,0,0,0,0,68.1,1430,0,0,0,0,0,0,0,0,0,261,0,0,0,0,23.1,0,0,0,0
"Diethyl phthalate","84-66-2",1580,441,378,81.9,1130,269,357,714,478,489,294,231,0,297,562,1300,5670,458,798,5460,118,75.3,0,0,1110,10700,214,16100,609,7140,252,155,124,176,185
"Diisobutyl phthalate","84-69-5",0,5460,4200,6300,5250,3910,6930,3990,3330,7080,1700,4620,5310,3180,1390,5250,3510,14800,5040,7980,508,16100,0,2700,2310,1630,4070,5790,2310,2730,567,17000,798,4200,14700
"Dimethyl phthalate","131-11-3",0,0,0,462,0,0,0,483,0,0,0,0,0,174,0,0,0,112,90.3,0,0,51.9,193,0,0,0,23.6,0,69.3,0,0,162,0,0,105
"Diphenylamine","122-39-4",0,0,9.87,0,0,0,16.2,0,0,0,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86,0,0,0,7.98,0,0,8.61,0
"Diuron Metabolite [3,4-Dichlorophenyl isocyanate]","102-36-3",0,0,0,0,0,0,0,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drometrizole","2440-22-4",0,56.7,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,609,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,12.8
"Ethiolate","2941-55-1",0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethofenprox","80844-07-1",33.6,183,0,0,0,53.7,0,60.9,0,0,315,65.1,0,0,0,0,0,0,0,0,0,0,0,0,19300,0,0,0,0,0,0,0,0,0,0
"Ethylene brassylate","105-95-3",15100,1240,27300,798,56700,1980,1680,2040,66600,2690,5040,945,0,1040,9760,6720,140000,7490,756,2730,3740,0,0,1530,861,84700,450,1930,5460,143,2310,1740,798,1490,210
"Eugenol","97-53-0",0,0,0,0,0,244,0,0,0,0,16.8,20.4,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,35.7,0,10.9,0,0,0,0
"Exaltolide [15-Pentadecanolide]","106-02-5",2520,2310,0,3780,0,635,0,8190,0,0,0,0,0,8700,0,0,17800,0,0,0,5350,0,0,0,0,29300,836,0,3360,0,0,5670,0,273,3990
"Farnesol I","4602-84-0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fipronil","120068-37-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
"Fluoranthene","206-44-0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,0,0,0,0,0,0,0,7.5,0,0,0,0,23.1,0,0,14.7
"Fluorene","86-73-7",0,0,0,0,0,0,7.77,0,0,20,0,0,4.46,0,0,0,0,0,12.4,0,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0
"Galaxolide","1222-05-5",37800,840,1620,3150,20000,3420,651,2100,29100,237,13900,357,0,7850,13600,2080,8100,936,210,14700,5350,0,0,3340,5040,19500,92.2,5790,2520,1300,6300,181,12400,525,399
"Geraniol","106-24-1",0,0,714,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,1530,0,0,0,0,0,0,0,0,0,0
"Hexachlorobenzene","118-74-1",0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydroxy-citronellal","107-75-5",179,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isobornyl thiocyanoacetate","115-31-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lilial","80-54-6",10900,139,630,504,23100,684,86.1,336,1850,68.4,3570,92.4,0,1250,7690,191,15900,395,90.3,819,1820,0,48.1,1730,273,4400,0,793,609,420,2730,153,2940,0,35.7
"Linalool","78-70-6",1530,0,0,0,88.2,0,0,0,0,0,0,0,0,0,254,0,0,0,0,101,0,0,0,0,357,0,0,707,0,77.7,0,0,399,0,0
"Lyral","31906-04-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4,0,0,0,0,0,0
"M-Cresol","108-39-4",0,0,0,0,6.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methoprene II","999045-03-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0
"Musk Ketone","81-14-1",1070,0,0,0,609,0,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0
"N,N-Diethyl-m-toluamide","134-62-3",0,0,145,609,0,105,1370,4410,0,5370,0,60.9,25.5,785,0,1390,0,270,7560,0,0,85.7,82.9,306,0,0,1540,0,483,0,0,2100,0,0,9450
"Naphthalene","91-20-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,0,0,0,0,2.94,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0
"O-Phenylphenol","90-43-7",0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxadiazon","19666-30-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P-toluidine","106-49-0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,39.9,0,0,0,0,0
"PBDE 47","5436-43-1",0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,0,441,216,374,0,0,0,0,85.6,0,0,179,0,0,0,0,0,0,0,0,0
"PBDE 49","243982-82-3",0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,69.3,0,0,0,0,0,0
"PBDE 99","60348-60-9",0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Permethrin","52645-53-1",0,17000,0,0,0,5620,0,16800,0,0,151,8820,0,0,0,378,0,395,1130,94.5,0,182,0,7800,124,0,750,0,71.4,0,0,273,0,31.5,567
"Permethrin II","999046-03-6",0,0,20800,5250,0,0,1240,0,0,1730,0,0,0,3400,0,0,0,0,0,0,0,0,171,0,0,0,857,0,0,0,0,0,0,0,0
"Phantolide","15323-35-0",0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenanthrene","85-01-8",0,0,0,0,0,18.6,0,0,0,85.5,0,0,0,0,0,0,0,27,69.3,0,0,0,0,0,0,0,77.2,0,16,0,0,31.5,0,0,0
"Piperonyl butoxide","51-03-6",0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,0,9660
"Promecarb artifact [5-isopropyl-3-methylphenol]","3228-3-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyrene","129-00-0",0,0,0,0,0,0,0,13.7,0,13.4,0,0,10.8,0,0,0,0,17.1,11.6,0,0,22.6,0,0,0,0,34.3,0,0,0,0,20.6,0,0,14.9
"Pyriproxyfen","95737-68-1",0,315,399,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quinoline","91-22-5",0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,44.4,0,0,0,0,0,0,46.7,0,0,0,0,11.4,0,0,0,0,0,0,0,0
"Retene","483-65-8",0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCEP","115-96-8",0,0,0,0,0,0,0,46.2,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCPP","26248-87-3",0,1600,1010,714,0,537,109,420,0,293,378,1490,0,552,355,3990,0,582,525,0,695,415,615,473,861,0,364,429,1260,197,252,210,798,145,462
"Tetramethrin I","7696-12-0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0
"Tonalide","1506-02-1",483,149,231,56.7,336,391,101,63,0,95.3,0,147,0,21.2,189,252,37800,49.9,67.2,420,48.1,62.3,45.5,36.2,88.2,277,55.7,257,90.3,71.4,35.7,69.3,35.7,63,46.2
"TPP","115-86-6",172,6090,3990,294,181,1710,122,483,624,144,1260,2100,0,212,41.4,504,540,374,158,2100,25.9,254,134,334,4410,195,135,322,399,107,19.3,206,27.3,210,164
"Tributyl phosphate","126-73-8",0,141,0,0,0,186,0,0,0,0,107,130,0,0,0,0,0,0,0,0,0,112,0,0,273,0,70.7,0,0,19.5,0,0,0,0,109
"Triclosan","3380-34-5",0,0,0,0,0,0,0,14.7,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"Tricresylphosphate, ortho-","78-30-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7
"Triethyl phosphate","78-40-0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,48.1,0,0,26.1,0,0,0,0,0,0,0,0,0
