ParameterID,ClientFormalName,COCID,COCNum,COCRecvDate,ReportDate,SampleName,AlternateName,PureSampleName,SampleNumber,SampledBy,SampledDate,LocationName,SampleExtComment,Matrix,TestTempReportName,TestTempName,TestTempMethodRef,WorkAreaName,ParameterName,Result,Units
301114,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Butylated hydroxyanisole,1,NULL
301493,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Caffeine,1,NULL
301398,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Dicyclohexyl phthalate,1,NULL
481,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Fluoranthene,1,NULL
302850,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Galaxolide,1,NULL
301758,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Permethrin II,1,NULL
678,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Pyrene,1,NULL
302170,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,TCPP,1,NULL
301505,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Tonalide,1,NULL
1037,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,TPP,1,NULL
301561,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Triclosan,1,NULL
301429,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3762,A150054,,1/30/2015 10:00,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Triethyl phosphate,1,NULL
247,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Anthracene,1,NULL
301134,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Benzophenone,1,NULL
301479,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Benzyl benzoate,1,NULL
283,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Butyl benzyl phthalate,1,NULL
301114,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Butylated hydroxyanisole,1,NULL
301606,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Di-n-hexyl phthalate,1,NULL
302850,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Galaxolide,1,NULL
300641,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,"N,N-Diethyl-m-toluamide",1,NULL
301477,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,TCEP,1,NULL
302170,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,TCPP,1,NULL
1037,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,TPP,1,NULL
300639,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,5721,A150055,,2/2/2015 9:13,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Tributyl phosphate,1,NULL
247,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Anthracene,1,NULL
301134,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Benzophenone,1,NULL
301479,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Benzyl benzoate,1,NULL
283,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Butyl benzyl phthalate,1,NULL
301114,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Butylated hydroxyanisole,1,NULL
301493,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Caffeine,1,NULL
302850,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Galaxolide,1,NULL
300641,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,"N,N-Diethyl-m-toluamide",1,NULL
635,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Phenanthrene,1,NULL
301477,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,TCEP,1,NULL
302170,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,TCPP,1,NULL
301505,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Tonalide,1,NULL
1037,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,TPP,1,NULL
301561,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Triclosan,1,NULL
301429,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,3523,A150056,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Triethyl phosphate,1,NULL
301134,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Benzophenone,1,NULL
301479,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Benzyl benzoate,1,NULL
293,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Bis(2-ethylhexyl)phthalate,1,NULL
300226,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Bisphenol A,1,NULL
283,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Butyl benzyl phthalate,1,NULL
301114,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Butylated hydroxyanisole,1,NULL
301493,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Caffeine,1,NULL
462,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Diethyl phthalate,1,NULL
301502,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Diisobutyl phthalate,1,NULL
301443,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Eugenol,1,NULL
302850,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Galaxolide,1,NULL
300641,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,"N,N-Diethyl-m-toluamide",1,NULL
956,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Permethrin,1,NULL
635,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Phenanthrene,1,NULL
664,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Promecarb,1,NULL
301505,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Tonalide,1,NULL
1037,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,1177,A150184,,5/9/2015 17:50,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,TPP,1,NULL
184,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,4-Chloro-3-methylphenol,1,NULL
301134,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Benzophenone,1,NULL
301479,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Benzyl benzoate,1,NULL
293,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Bis(2-ethylhexyl)phthalate,1,NULL
283,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Butyl benzyl phthalate,1,NULL
301114,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Butylated hydroxyanisole,1,NULL
301493,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Caffeine,1,NULL
462,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Diethyl phthalate,1,NULL
302850,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Galaxolide,1,NULL
301116,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,o-Phenylphenol,1,NULL
664,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Promecarb,1,NULL
302170,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,TCPP,1,NULL
301505,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Tonalide,1,NULL
1037,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,TPP,1,NULL
300639,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Tributyl phosphate,1,NULL
301429,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,3949,A150185,,5/7/2015 16:30,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Triethyl phosphate,1,NULL
301134,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,6810,A150186,,5/27/2015 8:03,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Benzophenone,1,NULL
301479,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,6810,A150186,,5/27/2015 8:03,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Benzyl benzoate,1,NULL
293,MyExposome,351,15MAY28-01,5/28/2015 9:08,34:26.3,NULL,NULL,6810,A150186,,5/27/2015 8:03,NULL,NULL,PSD-Personal,,GC-MS - RTL DRS Screening - 1418 analytes,,Organics - Dilution,Bis(2-ethylhexyl)phthalate,1,NULL
